movie_code,movie_title_kr,movie_title_eng,movie_genre,movie_nation,movie_directior,movie_img_url,movie_story,movie_actor1,movie_actor2,movie_actor3,,,
20070216,시간을 달리는 소녀,The Girl Who Leapt Through Time,애니메이션,일본,호소다 마모루,http://cfile89.uf.daum.net/C110x160/146F1B10AB8CC4FBA0B4D0,"`타임리프`로 나는 매일매일 장밋빛 인생! 저 마코토에게는 남들에게 말 못할 비밀이 하나 있어요. 타임리프라고 하는 능력이죠.어느 날 우연히 그 능력을 가지게 됐어요.카즈야 이모 말에 따르면 내 또래 여학생들에게 자주 일어날 수 있는 일이라더군요.아무튼 그 능력 덕택에 학교 성적도 좋아지고,지각도 안하고 잦은 실수도 훨씬 줄어들었어요.세상 만사가 다 내 손안에 있는 느낌이었죠.친한 친구인 고스케와 치아키도 저의 변화가 싫지 않은 것 같아요. 매일 셋이서 야구놀이하며 즐거운 나날을 보낼 수 있을 것 같았죠. `타임리프`로 지키고 싶었던 우리들의 우정!그런데 느닷없이 치아키가 저에게 고백을 하는 거에요.`마코토, 나랑 사귀지 않을래?`전혀 남자로 보이지 않던 녀석인데 저는 깜짝 놀라고 말았어요. 어떻게든 그 고백을 없애기 위해 다시 과거로 돌아가 결국은 그 고백을 듣지 않게 되었어요. 하지만 과거로 돌아가면 돌아갈수록, 일이 점점 꼬여만 가요. 친구인 유리와 치아키가 연인 사이로 발전하는걸 지켜보려니 마음만 씁쓸하고, 고스케를 짝사랑하고 있던 후배 여학생의 고민상담까지 받은 저는 어떻게서든 두 사람을 이어주기 위해 과거에서 현재로 몇 번을 오갔는지 몰라요. 게다가 제가 당할 뻔한 사고를 대신 고스케가 당하는 불상사까지…타임리프로 사람의 마음을 내 멋대로 바꾼 벌을 받고 있나 봐요. 전 이제 어떡하면 좋을까요?",나카 리이사,,,,,
20070261,에반 올마이티,Evan Almighty,"코미디,판타지",미국,톰 새디악,http://cfile89.uf.daum.net/C110x160/156F1B10ABBAA59E5ED302,"하늘에서 내려온 전지전능한 미션! 믿습니까? “밉습”니다! 올 여름 가장 큰 웃음을 주러 그들이 오신다~새 집, 새 자동차, 사랑스러운 가족에, 국회의원 선거 당선까지 막힘 없이 술술 일이 풀리던 에반(스티브 카렐). 기분 좋을 때마다 추는 센스 제로의 댄스 실력과 살짝 소심한 것 빼고는 아무 문제 없던 그에게 이상한 일이 일어나기 시작한다. 매일 맞춰놓지도 않은 새벽 6시 14분에 알람이 울리고, 주문하지도 않은 목재와, 망치, 못과 같은 공구가 배달 되는 것. 실수려니 하고 넘어간 그 앞에 신(모건 프리먼)이 나타나 도시 한복판에 거대한 방주를 세우라는 미션을 내린다. 망치질 한번 해본 적 없는 에반은 코웃음 치며 이를 무시하는데…하지만 수백 마리의 동물들이 쌍쌍이 모여 그의 뒤를 졸졸 따라 다니기 시작하고 그의 평화로웠던 삶은 방해 받기 시작해 일도 생활도 모두 엉망이 되어 버리고 만다. 결국 신에게 선택받은 에반은 가족과 동물들의 도움을 받아 방주를 제작하기 시작하는데… 과연 신이 내린 이 시련(?)을 에반은 잘 헤쳐나갈 수 있을까?",스티브 카렐,모건 프리먼,로렌 그레이엄,,,
20070264,몬스터즈,MONSTERZ,드라마,일본,나카타 히데오,http://cfile118.uf.daum.net/C110x160/2435924A538FD5441C09EF,2010년 제작된 한국영화 <초능력자> 리메이크작으로 사람을 마음대로 조종 할 수 있는 초능력자와 초능력이 유일하게 통하지 않는 남자의 대결을 그린 내용,후지와라 타츠야,야마다 타카유키,이시하라 사토미,,,
20070355,데쓰 프루프,Death Proof,"액션,스릴러",미국,쿠엔틴 타란티노,http://cfile89.uf.daum.net/C110x160/116F1B10ABE5AF3245547F,"텍사스 주의 작은 도시 오스틴. 인기를 한 몸에 끌고 있는 섹시한 라디오 DJ 정글 줄리아는 친구인 알린, 셰나와 셋이 모처럼 신나는 밤을 보낼 예정이다. 밤 새도록 동네의 바를 섭렵하며 신나게 웃고 춤추는 세 사람, 그러나 어딘가에서 조용히 이들을 지켜보는 남자가 있었으니…. 자신 뿐 아니라 아름다운 미녀들을 위험에 빠뜨리는 것에서 삶의 위안을 얻는 스턴트맨 마이크(커트 러셀 역)가 바로 그다. 자신의 차를 ‘100% 데쓰 프루프(절대 죽지 않는)’의 안전한 차라고 소개하며 안전귀가를 책임지겠다고 미녀들을 유혹하는 마이크. 어느 날, 또 다른 미녀들을 노리던 그는 인생 최고의 제대로 된 적수들을 만나게 되는데…!이번 상대는 결코 만만치 않다!끝을 보고 싶다면 따라오라!!",커트 러셀,쿠엔틴 타란티노,바네사 펄리토,,,
20070381,마이 파더,My Father,"드라마,가족",한국,김영철,http://cfile89.uf.daum.net/C110x160/156F1B10ABDA08348B2264,"22년만에 한국에 왔습니다. 아버지를 만나러… 내 이름은 제임스 파커(다니엘 헤니). 한국이름은 공은철이고 다섯 살 때 미국으로 입양되었습니다. 화목한 가정에서 부족함 없이 자랐지만 절 낳아준 친부모님에 대한 그리움만은 떨쳐낼 수가 없었습니다. 그래서 주한미군에 지원해 한국으로 왔습니다. 그리고 22년만에 아버지(김영철)를 만났습니다. 당신에게 하고 싶어 처음 배운 말 “사랑합니다” 22년만에 처음 만난 나의 아버지는 사형수였습니다. 하지만 그를 미워할 수 없었습니다. 그는 날 세상에 있게 해준 유일한 분이니까요. 말은 잘 통하지 않지만 함께라는 사실만으로도 행복한 시간이었습니다. 아직은 어색하지만 언젠가 용기를 내어 그에게 이 말을 꼭 전하고 싶습니다. ‘사랑합니다’. 그래도 당신은 나의 아버지입니다. 우리들의 행복한 시간을 질투라도 하듯 아픔의 시간은 빨리도 찾아왔습니다. 아버지가 사형수라는 사실보다, 언제 이별할지 모른다는 상황보다, 그가 나에게 숨겨두었던 진실은 더 아프게 다가옵니다. 하지만 당신이 누구든, 무슨 일을 저질렀건 이것만은 꼭 알아주셨으면 합니다.예전이나, 지금이나, 그리고 또 영원히... 당신은 나의 아.버.지.입니다…",다니엘 헤니,김영철,,,,
20070422,본 얼티메이텀,The Bourne Ultimatum,"액션,스릴러,미스터리,어드벤처",미국,폴 그린그래스,http://cfile189.uf.daum.net/C110x160/156F1B10ABF098ACF10526,"올 추석, 단 하나의 액션 블록버스터!이 모든 것을 끝내기 위해 제이슨 본, 그가 돌아왔다!고도의 훈련을 받은 최고의 암살요원 제이슨 본.사고로 잃었던 기억을 단편적으로 되살리던 제이슨 본은 자신을 암살자로 만든 이들을 찾던 중 ‘블랙브라이어’라는 존재를 알게 된다. ‘블랙브라이어’는 비밀요원을 양성해내던 '트레드스톤'이 국방부 산하의 극비조직으로 재편되면서 더욱 막강한 파워를 가지게 된 비밀기관. 그들에게 자신들의 비밀병기 1호이자 진실을 알고 있는 유일한 인물인 제이슨 본은 반드시 제거해야 하는 대상이다. 니키의 도움으로 블랙브라이어의 실체를 알게 된 제이슨 본은 런던, 마드리드, 모로코 그리고 뉴욕까지 전세계를 실시간 통제하며 자신을 제거하고 비밀을 은폐하려는 조직과 숨막히는 대결을 시작하는데…",맷 데이먼,줄리아 스타일스,데이빗 스트라탄,,,
20070494,킹덤,The Kingdom,"액션,스릴러",덴마크,제이미 폭스,http://cfile89.uf.daum.net/C110x160/126F1B10AC1CAF13DE1C35,"화로운 오후를 지옥으로 뒤바꾼 폭탄 테러… 반드시 범인을 잡아야 한다!사우디 아라비아의 리야드. 서양인 주택가가 밀집한 그곳에서 거대한 폭탄테러가 발발한다.이 사건으로 절친한 동료를 잃은 FBI 요원 플러리(제이미 폭스)는 끔찍한 살인을 저지른 테러범을 잡기 위해 동료 재닛 메이스(제니퍼 가너), 그랜트 사익스(크리스 쿠퍼) 그리고 아담 레빗(제이슨 베이트먼)과 함께 정부의 만류에도 불구하고 사우디 아라비아로 떠난다.주어진 시간은 5일… 죽음조차 두려워하지 않는 적과 맞서라!FBI 내에서도 폭탄, 법의학 등 전문 분야의 최정예 요원으로 구성된 네 사람.현지에 도착하여 조사를 위해 사우디 아라비아 정부에 도움을 요청하지만 사우디 정부는 수사에 협조하지 않으며 그들에게 5일 내에 미국으로 돌아가길 강요한다.5일 안에 테러 현장을 조사하고 반드시 범인을 찾아야 하는 네 사람은 그들의 안전을 책임지는 알 가지 경위의 도움으로 현장을 면밀히 조사, 테러범의 흔적을 하나씩 찾아간다.세밀한 현장 분석 끝에 요원들은 테러범 일당의 잔류를 찾아내지만, 요원 중 한 명인 아담이 테러범들에게 납치를 당한다.이제 동료를 구하기 위한 FBI 특수요원들과 죽음조차 두려워하지 않는 테러범들간의 피할 수 없는 사투가 시작되는데…",제이미 폭스,크리스 쿠퍼,제니퍼 가너,,,
20070520,레지던트 이블 3 - 인류의 멸망,Resident Evil: Extinction,"액션,공포(호러),SF,스릴러",오스트레일리아,러셀 멀케이,http://cfile189.uf.daum.net/C110x160/126F1B10AC49C61BA0F933,"모든 미래가 사라진 라스베가스, 인류의 희망은 단 하나!세상의 끝...엄브렐러사의 T-바이러스는 세계 전역으로 확산되어 인간의 살을 탐하는 제3의 인종을 탄생시킨다. 바이러스의 전염은 인류를 멸망의 위기로 몰고 가고, 지구에 대재앙을 불러온다. 모든 것이 사막에 묻힌 가운데, 카를로스(오데드 페르 분)와 클레어(알리 라터 분), 베티(아샨티 분) 등 생존자들은 무장된 차량을 타고 또다른 생존자를 찾는다. 그들의 곁을 지키는 앨리스이들 모두는 인류의 마지막 희망을 찾고자 하지만 제3의 인종의 습격으로 위기에 처한다. 한편, 네바다에 숨겨진 엄브렐러사의 최첨단 연구소에서는 아이작 박사가 이 사태의 열쇠가 되는 앨리스를 찾고 있다. 엄브렐러사의 생체 실험의 결과, 유전자적 변형을 통해 더욱 새롭고 강력한 전사로 업그레이드된 앨리스는 생존자들을 지키고, 인류의 위기를 구할 수 있는 마지막 희망이다. 과연 그들은 인류를 구할 수 있을 것인가...",밀라 요보비치,오디드 페르,알리 라터,,,
20070551,황금 나침반,His Dark Materials: The Golden Compass,"판타지,드라마,액션,어드벤처","미국,영국",크리스 웨이츠,http://cfile189.uf.daum.net/C110x160/126F1B10AC995B402AAEB5,"황금나침반을 움직이는 자,세상을 움직일 것이다!‘살아 있는 모든 존재를 멸망으로 이끌 전쟁이 일어날 것’이라는 예언의 중심에 있는 ‘황금나침반’. 각각의 서로 다른 세계 속에서 ‘황금나침반’으로 절대권력을 차지하기 위해 벌어지는 천상과 지상의 거대한 전쟁은 모든 세계를 혼돈에 휩싸이게 한다.학자이자 탐험가인 아스리엘 경은 또 다른 세계로 갈 수 있게 해주는 미지의 물질 ‘더스트’를 노스폴에서 발견하게 되고, 이를 이용해 신세계를 찾아볼 것을 제안한다. 하지만 또 다른 세계의 존재를 부정하던 학자들 사이에서는 일대 파란이 일어나고 그의 연구를 막으려 한다. 한편, 아스리엘 경의 조카 라라는 진실만을 알려준다는 ‘황금나침반’을 얻게 되고 이에 얽힌 놀라운 예언의 진실을 모른 채, 노스폴로의 여정을 떠나지만 함께 동행했던 콜터 부인이 황금나침반을 노리자 라라는 목숨을 건 탈출을 감행하면서 점차 황금나침반의 비밀의 실체에 접근하는데……황금나침반을 지닌 채, 예언 속 전쟁을 막기 위한 험난한 여정에 오른 라라. 헥스족과 아머 베어족 등의 도움을 받아 힘을 모으지만 이를 저지하려는 어둠의 세력이 커지면서 예언 속의 거대한 전쟁, 그 서막이 열린다!",니콜 키드먼,다니엘 크레이그,다코타 블루 리차즈,,,
20070602,아메리칸 행오버,American Hangover,코미디,미국,프랭크 베인,http://t1.daumcdn.net/movie/ccf8fa80596151c3614a040538ac9f0ffdb3bc8c,어제 결혼한 새신랑 빈스. 하지만 신부에게는 다른 애인이 있었다! 상심한 빈스는 3명의 죽마고우와 함께 일생일대의 여행을 떠난다. 여기 세 남자의 화끈하고 황당하고 민망한 요절복통 사건 사고가 펼쳐진다!,조이 패튼,맷 카브신스키,다니카 맥켈라,,,
20070642,아메리칸 갱스터,American Gangster,"범죄,드라마",미국,리들리 스콧,http://cfile189.uf.daum.net/C110x160/126F1B10ACB4C201732E7D,"서로의 세계를 건 두 남자의 운명적인 대결이 시작된다!1968년, 뉴욕 암흑가의 두목 범피가 죽음을 맞이하자 그의 오른팔이었던 프랭크 루카스(덴젤 워싱턴)가 그 자리를 대신한다. 프랭크는 베트남전의 혼란한 상황을 틈타 직접 태국과 베트남을 오가며 마약 밀수를 시작하고 고순도 마약을 싼 가격으로 판매하며 2억 5천만 달러의 부와 명예를 쌓는다.한편 경찰의 부정부패가 만연했던 때에 유일하게 소신을 지키는 형사 리치 로버츠(러셀 크로우)는 마약 범죄 소탕을 위해 특별 수사반을 결성한다. 하지만 시간이 갈수록 수사는 원점에서 맴돌고 마약 조직의 실마리조차 찾지 못한다. 그러던 어느 날 ‘블루 매직’이라는 고순도 마약을 우연히 손에 넣게 된 리치는 베일에 쌓인 암흑가 두목의 존재를 감지하고 수사에 박차를 가하는데…",덴젤 워싱턴,러셀 크로우,치에텔 에지오포,,,
20070672,클로버필드,Cloverfield,"SF,스릴러,액션",미국,맷 리브스,http://cfile116.uf.daum.net/C110x160/204133204C32BB9C607341,"뉴욕을 덮친 사상 최대의 사건! 그 놈의 공격이 시작됐다! 일본으로 떠나는 롭을 위한 뉴욕시내의 송별 파티장. 친구 허드는 떠나는 롭에게 전할 마지막 인사를 캠코더에 담느라 분주하다. 파티의 분위기가 무르익을 무렵, 어디선가 알 수 없는 괴성이 들려오며 파티장은 순식간에 암흑에 휩싸이고, 지진이 발생한 듯 도시 전체가 요란하게 흔들린다. 당황한 일행 중 누군가가 급히 TV를 켜자, 뉴스에서는 ‘정체불명의 거대괴물이 맨해튼 시내를 무자비하게 파괴하고 있다! 즉시 대피하라!’는 뉴스만이 반복된다. 사건명 ‘클로버필드’ 그 날의 숨겨진 모든 기록이 공개된다! 다급히 옥상으로 올라가 바깥상황을 살펴본 롭과 일행은 처참히 파괴되어가는 도시와 ‘그 놈’이 날려버린 자유의 여신상의 머리가 길바닥에 나뒹구는 사태를 바라보며 놀라움을 금치 못한다. 절체절명의 위기 속에서 다급해진 롭은 미드타운에 사는 여자친구 베스에게 연락을 취하지만, 불통이다. 친구들의 만류에도 분류하고 롭과 일행은 베스를 구하러 미드타운으로 향하는데…",리지 캐플란,제시카 루카스,T.J. 밀러,,,
20071013,작전명 발키리,Valkyrie,"스릴러,드라마,전쟁","독일,미국",브라이언 싱어,http://cfile189.uf.daum.net/C110x160/126FE310B225F595251E16,"강직한 성품의 클라우스 폰 슈타펜버그 대령은 조국과 국민을 위하는 충성스런 장교이지만 히틀러가 독일과 유럽을 파멸시키기 전에 누군가 그를 막을 방법을 찾아내기를 희망한다. 북 아프리카 전투에서 큰 부상을 입은 슈타펜버그 대령은 독일 사령부로 발령을 받으면서 권력 최상위층까지 숨어 있는 비밀 저항세력에 가담, 히틀러를 제거하기 위한 직접적인 행동에 나서게 된다. 히틀러가 비상시를 대비해 세워놓은 일명 `발키리 작전`을 이용 히틀러를 암살하고 나치 정부 전복을 계획하는 것. 전 세계의 미래와 수백만의 안위, 사랑하는 사람들의 목숨이 달린 위험한 작전 최전선에 서게 된 슈타펜버그 대령은 히틀러를 직접 암살해야 하는 긴박한 상황에 놓이게 되는데...",톰 크루즈,케네스 브래너,빌 나이,,,
20072148,GP 506,The Guard Post,"공포(호러),미스터리,스릴러",한국,공수창,http://cfile189.uf.daum.net/C110x160/116F1B10AD6126DBC5020C,"“이 테이프가 발견되었을 때 우린 모두 죽어있어야 한다!”폭우의 밤. 아무나 들어갈 수도 나올 수도 없는 비무장지대 내 최전방 경계초소(GP)에서 소대원 21명 중 의식불명 상태의 1명을 제외한 20명이 의문의 몰살을 당하는 사건이 발생했다. 사건 진상을 수사하기 위해 군당국은 21명의 수색대를 파견하지만, 폭우로 끊어진 도로는 수색대마저 GP506에 가두고 만다. 수색대 속에는 군 최고의 정예요원으로 평가 받는 노수사관(천호진)이 포함되어 있다. 아내의 장례식장까지 찾아간 군 장성은 몰살당한 시체 속에서 GP장(유중위)을 찾아오라고 명한다. 육사출신인 그가 참모총장의 아들이라는 사실에, 국방부 전체가 긴장한 것. 노수사관에게 주어진 시간은 그날 새벽 06시까지! 하지만, 새로운 사실이 밝혀진다. 시체는 19구, 생존자는 1명! 한 명의 흔적이 없다! 미로 같은 GP를 수색하던 중 발전실에서 의외의 인물, 살아있는 GP장(유중위)을 발견하게 된 것! 그러나 그는 본대 복귀만을 요구하며 의혹의 조짐을 보이기 시작하는데...",천호진,조현재,이영훈,,,
20072152,"좋은 놈, 나쁜 놈, 이상한 놈","The Good, The Bad, And The Weird","서부극(웨스턴),액션,어드벤처",한국,김지운,http://cfile89.uf.daum.net/C110x160/1120DD10B00C851E61B020,"한 장의 지도! 세 명의 추적자! 이긴 놈이 다 가진다! 1930년대, 다양한 인종이 뒤엉키고 총칼이 난무하는 무법천지 만주의 축소판 제국 열차에서 각자 다른 방식으로 격동기를 살아가는 조선의 풍운아, 세 명의 남자가 운명처럼 맞닥뜨린다. 돈 되는 건 뭐든 사냥하는 현상금 사냥꾼 박도원(정우성), 최고가 아니면 참을 수 없는 마적단 두목 박창이(이병헌), 잡초 같은 생명력의 독고다이 열차털이범 윤태구(송강호). 이들은 서로의 정체를 모르는 채 태구가 열차를 털다 발견한 지도를 차지하기 위해 대륙을 누비는 추격전을 펼친다. 정체 불명의 지도 한 장을 둘러 싼 엇갈리는 추측 속에 일본군, 마적단까지 이들의 레이스에 가담하게 되고… 결과를 알 수 없는 대 혼전 속. 과연 최후의 승자는 누가 될 것인가?",송강호,이병헌,정우성,,,
20078742,카산드라 드림,Cassandra's Dream,"범죄,드라마","미국,영국,프랑스",우디 앨런,http://cfile18.uf.daum.net/C110x160/1262F3234C85552A0DE381,,이완 맥그리거,콜린 파렐,톰 윌킨슨,,,
20078973,마강호텔,Hotel M : Gangster’s Last Draw,"코미디,드라마",한국,최성철,http://cfile89.uf.daum.net/C110x160/116F1B10AB1AB052927165,"조직간 나와바리 다툼으로 구조조정을 당해 하루 아침에 갈 곳을 잃은 대행(김석훈 분) 일당. 이들이 조직의 자금 사정을 해결하고 일터로 복귀하기 위한 유일한 방법은 쓰러져 가는 ‘마강호텔’을 찾아가 미수금을 받아오는 것뿐이다! 하지만 형님들 특유의 단순 무식 영업방해작전으로 손쉽게 해결하려던 ‘떼인돈 회수 작전’은 시간이 지날수록 점차 미션 임파서블로 치닫게 된다. 지방 변두리에 자리잡은 마강호텔의 여사장 민아(김성은 분), 연변출신 웨이트리스 정은(박희진 분), 지배인 중건(우현 분). 평범한 호텔리어로만 보이는 이들은 갑자기 쳐들어온 대행 일당을 만나자 무섭게 돌변하기 시작한다! 마강호텔의 수상쩍은 호텔리어들은 형님들의 마강호텔 접수 임무에 강력한 태클을 걸고, 결국 대행 일당은 대대적인 작전 변경을 단행, 호텔 역사상 유례없는 신개념 고객 써비스를 선보이기 시작한다.",김석훈,김성은,조상기,,,
20080009,스위니 토드 : 어느 잔혹한 이발사 이야기,Sweeney Todd : The Demon Barber Of Fleet Street,"뮤지컬,범죄,스릴러",미국,팀 버튼,http://cfile89.uf.daum.net/C110x160/156F1B10ACE7EF190E3F9B,"나는 구세주, 복수의 화신,최고의 서비스를 약속합니다!꿈 같이 사라진 행복! 사랑하는 아내와 딸, 모든 것을 다 가졌다고 생각했던 남자 ‘벤자민 바커’(조니 뎁). 그러나 자신의 아름다운 아내를 탐한 악랄한 터핀 판사(알란 릭맨)에게 억울한 누명을 쓰고 멀리 감옥으로 보내진다. 복수를 위해 핏빛 칼날을 들었다!그 후로 15년. ‘스위니 토드’로 거듭난 그는 아내와 딸을 되찾기 위해 고향으로 돌아온다. 그리고 러빗 부인(헬레나 본햄 카터)의 파이 가게 위층, 자신의 예전 이발소의 문을 다시 연다. 오직 복수를 위해!이발소가 생기고 나서 파이가 맛있어졌다?! 그날 이후 수 많은 신사들이 이발하러 간 후엔 바람같이 사라져 나타나지 않고, 러빗 부인의 파이 가게는 갑자기 황홀해진 파이 맛 덕분에 손님이 끊이지 않는데…스위니 토드의 사랑하는 아내와 딸은 어디로 사라진 걸까?",조니 뎁,,,,,
20080065,어톤먼트,Atonement,"멜로/로맨스,드라마,전쟁","영국,프랑스",조 라이트,http://cfile89.uf.daum.net/C110x160/156F1B10ACFF97C7747834,"‘기다림이 아플수록 사랑은 깊어집니다’운명처럼 찾아온 단 한번의 사랑…1935년 영국, 부유한 집안의 아름다운 딸 세실리아(키이라 나이틀리)는 시골 저택에서 여름을 보내던 중 가정부의 아들이자 세실리아 집안의 도움으로 캠브리지 의대를 졸업한 로비(제임스 맥어보이)와 마주친다. 어릴 때부터 서로에게 애틋한 마음이 있었지만 서로의 신분 차이 때문에 애써 자신의 마음을 부정하며 고백하지 못하던 이들은 그날 밤 서로의 사랑을 확인한다. 하지만 이들을 지켜본 세실리아의 동생 브라이오니의 오해로 로비는 억울한 누명을 쓰고 전쟁터로 끌려가게 된다. 이후 세실리아는 로비가 전쟁터에서 돌아오기만을 기다리며 간호사로 일하게 되고, 로비 또한 세실리아를 다시 만난다는 단 하나의 일념으로 전쟁터에서 살아남기 위해 애쓰는데…",제임스 맥어보이,키이라 나이틀리,로몰라 가레이,,,
20080080,연을 쫓는 아이,The Kite Runner,"드라마,전쟁",미국,마크 포스터,http://cfile189.uf.daum.net/C110x160/116F1B10AD2A1776A0FB35,"신분을 뛰어넘은 둘의 특별한 우정! 부유한 집에서 태어난 아미르와 집안 하인의 아들인 하산. 입는 옷도, 하는 일도 모두 다르지만 둘은 모든 것을 뛰어 넘어 둘도 없는 친구로 지낸다. 특히 약한 아미르와는 달리 운동을 곧잘 했던 하산은 아미르 곁에서 한시도 떨어지지 않고 그를 지켜 주는데… 가장 행복한 날 일어난 가슴 아픈 배신!12살이 되던 해 겨울, 둘이 손꼽아 기다리던 연 싸움대회가 열린다. 대회에서 우승해 아버지에게 칭찬을 받고 싶었던 아미르는 하산의 도움으로 우승을 하게 되고, 하산은 “네가 원하면 천 번이라도 연을 찾아올 수 있다”며 떨어진 연을 쫓아 거리로 뛰어 나간다. 하지만 최고로 행복했던 이날, 두 소년에게 돌이킬 수 없는 커다란 사건이 발생한다. 언제나 자신을 지켜주었던 하산과 달리, 자신은 친구를 모른 척 했다는 죄책감에 괴로워하던 아미르는 하산과 거리를 두기 시작하고, 결국 그에게 도둑 누명을 씌워 집에서 내쫓아 버린다. 잃어버린 친구를 찾아 떠나는 여행!세월이 흘러 성공한 소설가로 인정을 받은 아미르에게 한 통의 전화가 걸려온다. 그리고 하산과의 우정이 끝났다고 생각했던 것과 달리, 하산은 언제나 자신을 친구로 생각하며 뒤에서 지켜봐 줬다는 사실을 알게 된 아미르. 아미르는 하산과의 우정을 되찾기 위해, 화해와 용서를 구하기 위해 놀랄만한 용기를 발휘하는데…",제케리아 에브라하미,아흐마드 칸 마흐미드제다,칼리드 압달라,,,
20080266,집 나온 남자들,Looking For My Wife,"코미디,드라마",한국,이하,http://cfile89.uf.daum.net/C110x160/196130164B9E8FE11BE81D,"아내가 집 나갔다! 치사하게 나보다 하루 먼저! 완벽한 외모, 섹시한 보이스의 인기 음악평론가 성희(지진희)는 어느 날, 라디오 생방송 중 일방적으로 이혼을 선언하고, 십년지기 친구 동민(양익준)과 도망치듯 강릉으로 떠난다. 다음날 아침, 걱정스런 맘에 아내에게 전화를 해보지만 연락이 닿지 않고, 죄책감에 시달리던 두 남자는 결국 집으로 돌아간다. 그런데 이건 뭥미? 아내는 한 통의 편지만을 남기고 집을 나가버렸다. 그것도 치사하게 남편보다 하루 먼저! 3년이나 같이 살았는데 어떻게 이럴 수 있어!! 집 나간 아내 빨리 찾는 방법! 마음이 통하는 친구와 동행하라? 폼나게 이혼하려다 모냥 빠지게 차인 성희는 배신감에 치를 떨며 동민에게 아내를 찾으러 가자고 조른다. 결국, 성희와 동민은 아내의 핸드폰을 뒤져 그녀의 행보를 수소문하기 시작하지만 아내의 측근들을 만날 수록 도대체 왜? 어디로? 갔는지는 물론이요, 어떤 사람이었는지 조차 오리무중 속으로 빠져든다. 거기다가 아내의 오빠라고 주장하는 유곽(이문식)의 등장으로 상황은 점점 꼬여만 가는데… 철없는 세 남자의 대책 없는 가출, 과연 그 끝은 어디일까?",양익준,지진희,이문식,,,
20080337,테이큰,Taken,"범죄,스릴러,액션",프랑스,피에르 모렐,http://cfile189.uf.daum.net/C110x160/116F1B10AD67474621A614,"사상 최대의 숨막히는 추격일지!!파리로 여행을 떠난 딸 킴(매기 그레이스)이 아버지 브라이언(리암 니슨)과 통화를 하던 중 납치 당한다. 아무런 이유도 없고, 단서도 없다. 미행! - 킴의 숙소를 알고 있던 유일한 남자, 피터를 찾아라!파리에 도착한 브라이언은 킴의 부서진 휴대전화에서 피터의 사진을 발견하고 그를 미행하지만, 결정적인 단서를 얻으려던 순간 피터는 죽고 만다. 도청! &#8211; 납치단의 배후를 파악해라!유력한 조직원의 옷에 몰래 도청장치를 숨겨 넣는데 성공한 브라이언은 조직의 또 다른 근거지에 납치당한 여성들이 갇혀 있음을 알게 된다.구출! - 딸의 옷을 입고 있는 여자. 그녀를 구해라!마약에 중독된 여성들이 가득한 곳에서 킴이 입고 있던 재킷을 가진 여자가 있다. 그녀를 차에 태우고 거침없이 달리는 브라이언의 뒤를 수십 대의 차들이 뒤쫓고, 목숨을 건 사상 초유의 추격전이 벌어진다.잠입! - 180센티, 오른손 문신, 달과 별. 놈이 여기 있다!킴이 납치당하던 순간 휴대전화를 향해 소리쳤던 외모를 그대로 지닌 ‘놈’을 발견한 브라이언. 특수 요원 시절 익힌 잔혹한 기술로 놈을 처절하게 응징하여 마침내 결정적 단서를 얻게 되고, 일생일대의 사투를 시작하는데...",리암 니슨,매기 그레이스,렐런드 오서,,,
20080340,그라인드 하우스,Package Screening,"공포(호러),액션",미국,"로버트 로드리게즈,쿠엔틴 타란티노",http://cfile189.uf.daum.net/C110x160/142EFB10AD7893603BB9A3,로드리게즈의 좀비영화 <플래닛 테러>와 타란티노의 슬래셔 호러영화 <데스 프루프>로 구성된 ‘동시상영’ 영화로 두 영화 사이에는 마치 진짜 저 옛날의 동시상영처럼 4편의 영화 예고편이 삽입된다. 그러나 모두 실제 존재하지 않는 영화에 대한 가짜 예고편들이다.,커트 러셀,나빈 앤드류스,,,,
20080394,비스티 보이즈,The Moonlight Of Seoul,드라마,한국,윤종빈,http://cfile189.uf.daum.net/C110x160/156F1B10AD85C065C4705D,"하루를 살아도 느낌있게 살고 싶은 호스트들의 리얼한 드라마가 시작된다!대한민국 최고의 럭셔리 신공간 청담동을 주름잡는 호스트. 그들은 화려한 청담동의 유흥업소에서 여성 고객들을 접대하며 자신들의 스타일리쉬한 삶을 유지한다. 여성들에게 초이스되기 위해 체력 관리는 물론 외모와 스타일을 가꾸며 자신에게 투자를 아끼지 않고, BMW를 타고 청담대로를 질주하는 그들의 밤은 낮보다 더욱 역동적이다. 화려한 밤의 세계에 몸 담고 있으면서도 부유했던 과거를 간직한 채 살아가는 청담동 No.1 호스트 승우(윤계상 분)와 사랑도 꿈도 내일로 미룬 채 오직 지금 이 순간만을 즐기는 호스트 바의 리더 재현(하정우 분). 그들은 오늘도 쿨하고, 폼나고, 화려한 라이프 스타일을 고수하며 럭셔리의 대명사 청담동을 배회한다. 그러던 중 승우는 순수한 듯, 자신과는 또 다른 면을 지닌 지원(윤진서 분)에게 끌리게 되고, 승우의 누나 한별(이승민 분)과 동거하던 재현은 새로운 공사 상대를 만나게 되면서 매일 반복되던 그들의 삶은 조금씩 변화하게 되는데…",윤계상,하정우,윤진서,,,
